date,fsret,rm,rf,smb,hml,spidx,rf_cts,vol,div_yld,spretd,spretx
2006-03-31,0.0131,0.0183,0.0037,0.0349,0.0068000000000000005,587.75,0.041143886935326,0.1112,0.0177,0.013406395124961445,0.011931395124961552
2006-04-30,0.009399999999999999,0.010899999999999998,0.0036,-0.0141,0.023700000000000002,595.890015,0.04904476239955824,0.1079,0.0176,0.015316117963986908,0.013849451297320181
2006-05-31,0.006999999999999999,-0.0314,0.0043,-0.030899999999999997,0.0245,581.200012,0.051691688927476775,0.1559,0.0177,-0.023177205323493988,-0.024652205323493992
2006-06-30,0.0051,0.0005000000000000004,0.004,-0.0036,0.0092,579.559998,0.04640449772902411,0.1244,0.018000000000000002,-0.0013217721371968638,-0.0028217721371968096
2006-07-31,0.0106,-0.0038,0.004,-0.039900000000000005,0.026699999999999998,588.73999,0.051691688927476775,0.1377,0.0187,0.017397922041455516,0.015839588708122188
2006-08-31,0.0077,0.024499999999999997,0.0042,0.0102,-0.019799999999999998,602.030029,0.04640449772902411,0.1131,0.018799999999999997,0.02414036511714901,0.022573698450482294
2006-09-30,0.0068000000000000005,0.0225,0.0040999999999999995,-0.0129,-0.0004,620.030029,0.051691688927476775,0.11349999999999999,0.018500000000000003,0.03144050747681515,0.029898840810148375
2006-10-31,0.0042,0.0364,0.0040999999999999995,0.0172,-0.003,640.570007,0.04640449772902411,0.1041,0.0183,0.034652392286349976,0.03312739228634998
2006-11-30,0.0086,0.0213,0.0042,0.0078000000000000005,0.0007000000000000001,649.640015,0.051691688927476775,0.1036,0.0179,0.01565094340595352,0.014159276739286852
2006-12-31,0.0086,0.0127,0.004,-0.011399999999999999,0.027200000000000002,660.409973,0.051691688927476775,0.1125,0.0177,0.01805334762533839,0.016578347625338496
2007-01-31,0.0029,0.0184,0.0044,0.0016,-0.0069,666.780029,0.05700559483408463,0.1014,0.0176,0.011112275092389323,0.009645608425722596
2007-02-28,-0.0011,-0.0158,0.0038,0.0129,-0.0017000000000000001,643.73999,0.051691688927476775,0.1593,0.0176,-0.03308751611915284,-0.034554182785819454
2007-03-31,0.016399999999999998,0.0111,0.0043,0.0008,-0.0083,649.890015,0.04904476239955824,0.1441,0.0175,0.011011918780153174,0.009553585446819834
2007-04-30,0.0098,0.0393,0.0044,-0.0218,-0.0138,680.650024,0.05700559483408463,0.1334,0.0181,0.0488394328886943,0.04733109955536108
2007-05-31,0.008100000000000001,0.036500000000000005,0.0040999999999999995,0.0027,-0.0063,702.429993,0.04640449772902411,0.1276,0.0176,0.033465444646581854,0.03199877797991513
2007-06-30,0.0034000000000000002,-0.015600000000000001,0.004,0.0078000000000000005,-0.011000000000000001,692.77002,0.04904476239955824,0.16690000000000002,0.0172,-0.012318888377393034,-0.01375222171072632
2007-07-31,0.0017000000000000001,-0.0333,0.004,-0.0245,-0.0355,675.75,0.04904476239955824,0.2518,0.0173,-0.02312639994799437,-0.024568066614661044
2007-08-31,0.0031,0.0134,0.0042,-0.0017000000000000001,-0.0191,687.469971,0.04640449772902411,0.23579999999999998,0.0174,0.018793649278579183,0.017343649278579232
2007-09-30,0.0097,0.0354,0.0032,-0.0222,-0.022099999999999998,714.48999,0.04377087814912883,0.1818,0.0184,0.04083689587395822,0.03930356254062484
2007-10-31,0.0046,0.0212,0.0032,0.0025,-0.0291,724.400024,0.035909722918169074,0.1834,0.018000000000000002,0.015370080951029097,0.01387008095102904
2007-11-30,0.0104,-0.0449,0.0034000000000000002,-0.027999999999999997,-0.01,692.030029,0.041143886935326,0.2481,0.0177,-0.04321024838149368,-0.04468524838149368
2007-12-31,0.0023,-0.006,0.0027,0.0014000000000000002,-0.0059,685.650024,0.035909722918169074,0.23190000000000002,0.018799999999999997,-0.007652593672684782,-0.009219260339351498
2008-01-31,0.0063,-0.061500000000000006,0.0021,-0.0089,0.036699999999999997,643.059998,0.025520204056203255,0.2833,0.0187,-0.060557942476787696,-0.062116275810121024
2008-02-29,0.0006,-0.0296,0.0013,-0.0027,-0.0088,613.619995,0.01779650368733776,0.289,0.0203,-0.044089447213161326,-0.04578111387982797
2008-03-31,0.0018,-0.0076,0.0017000000000000001,0.0079,0.0014000000000000002,613.710022,0.022939146640221342,0.26489999999999997,0.0207,0.0018717145802509272,0.00014671458025095063
2008-04-30,0.009300000000000001,0.047799999999999995,0.0018,-0.0159,-0.0096,641.0,0.020364585300433724,0.2116,0.0215,0.046258885746885525,0.04446721908021889
2008-05-31,0.008100000000000001,0.0204,0.0018,0.0305,-0.014499999999999999,639.150024,0.020364585300433724,0.1857,0.0208,-0.001152744669786765,-0.0028860780031201294
2008-06-30,-0.0006,-0.0827,0.0017000000000000001,0.012199999999999999,-0.0277,581.090027,0.020364585300433724,0.2459,0.0204,-0.08913938796816823,-0.09083938796816826
2008-07-31,0.0072,-0.0062,0.0015,0.024700000000000003,0.0527,583.909973,0.01779650368733776,0.24670000000000003,0.021400000000000002,0.006636188947735544,0.004852855614402296
2008-08-31,0.0070999999999999995,0.0166,0.0013,0.0354,0.014499999999999999,590.830017,0.015234885492579231,0.2259,0.0229,0.0137595506784427,0.0118512173451093
2008-09-30,0.005,-0.0909,0.0015,-0.0118,0.060700000000000004,543.48999,0.01779650368733776,0.4451,0.0225,-0.0782496139124309,-0.08012461391243086
2008-10-31,-0.0006,-0.1715,0.0008,-0.0252,-0.023700000000000002,464.190002,0.010130974329781495,0.6138,0.023700000000000002,-0.14393382897401674,-0.1459088289740167
